"","D-12_1","D-12_2","D-12_3","D-24_1","D-24_2","D-24_3","D-36_1","D-36_2","D-36_3","D-48_1","D-48_2","D-48_3","D-60_1","D-60_2","D-60_3"
"LOC107999240",10.611,10.559,10.621,26.198,26.276,29.778,30.216,30.741,26.387,35.58,37.798,26.532,14.886,19.88,18.412
"LOC108001057",37.527,34.148,34.851,0.924,0.766,0.557,2.373,4.165,4.468,1.154,1.772,2.326,14.372,14.47,12.217
"LOC107993231",0,0,0,0.604,0.325,0.93,0.681,0.571,0.365,1.098,1.813,1.322,3.132,3.09,2.707
"LOC114576818",0,0,0,17.097,19.158,25.377,20.766,27.028,31.699,29.812,33.814,30.516,87.694,95.257,84.087
"LOC107997641",256.209,268.747,261.784,213.456,222.204,227.73,216.479,192.659,203.996,175.424,183.794,197.647,199.464,192.695,199.23
"LOC108003810",0.178,0.542,1.137,2.15,2.925,4.433,7.043,6.736,5.907,1.837,2.194,1.377,2.542,2.43,2.396
"LOC107993989",89.52,104.355,87.263,128.654,132.081,121.182,148.817,143.586,144.283,153.061,152.816,139.338,127.528,125.446,116.019
"LOC107995583",23.211,28.816,20.164,84.731,91.222,87.095,63.378,53.362,63.484,45.739,53.653,58.697,79.139,77.237,74.603
"LOC107997723",3.152,3.202,3.236,16.278,15.124,16.218,8.647,9.268,13.362,11.05,12.554,10.175,6.933,9.348,7.08
"LOC107995951",35.343,39.47,41.575,59.68,64.181,62.731,56.963,53.083,55.074,54.366,57.513,63.704,47.34,47.299,49.769
"LOC107997331",2.289,4.651,2.79,47.271,53.695,52.662,23.849,35.311,26.064,39.856,35.173,29.854,21.313,25.552,26.026
"LOC114576767",23.966,21.891,21.657,37.262,37.824,39.533,30.58,31.252,32.889,20.08,19.107,20.452,26.428,24.957,26.454
"LOC107993486",3.851,1.304,6.386,3.269,4.693,2.439,1.474,2.059,1.316,1.629,4.023,1.243,1.647,3.064,3.549
"LOC108001319",0,0,3.361,0,0,0,1.164,2.844,0.416,0.367,0.397,0.327,0.371,0,0.35
"LOC108004299",58.005,62.252,64.398,55.83,59.464,59.69,25.682,25.149,24.417,24.05,21.756,22.995,55.092,60.003,56.712
"LOC108001433",2073.181,2126.223,2077.097,67.095,65.245,62.7,279.974,408.922,330.287,112.191,74.802,87.06,58.781,67.623,66.768
"LOC108001247",10.86,6.55,8.684,2.809,2.559,2.66,3.313,4.491,2.715,3.139,3.391,1.972,0.933,0.884,2.287
"LOC114577298",14.162,7.35,12.491,12.44,14.385,10.164,9.081,10.943,10.56,9.279,5.65,6.207,6.026,10.835,7.342
"LOC107999050",0.223,0,0,0,0,0,0.192,0.201,0.343,0,0,0,0,0,0.116
"LOC114576903",0,0,0,3.561,2.684,0.399,1.606,2.355,2.754,10.65,11.833,13.001,58.442,64.455,60.311
"LOC107997866",34.982,37.974,36.955,45.22,48.684,49.71,158.313,130.754,138.746,117.846,118.604,135.378,108.395,109.12,105.321
"LOC107997591",13.86,13.448,13.527,27.924,31.339,22.255,10.096,11.447,11.967,14.968,15.439,9.617,11.717,10.909,13.512
"LOC108004353",70.764,61.338,66.585,107.363,121.871,109.765,59.592,57.643,64.534,48.69,51.725,59.853,66.267,58.708,64.844
"LOC107999042",0,0.276,0.387,41.318,46.721,50.11,11.092,8.346,8.288,5.181,6.716,6.785,4.638,3.986,4.584
"LOC107997054",7.646,5.29,6.065,39.227,36.763,36.631,27.485,29.192,28.163,36.591,40.569,35.682,29.066,34.628,32.513
"LOC107999267",658.076,641.112,628.732,5.714,4.687,5.328,65.634,62.329,61.141,0,0,0,0,0,0
"LOC107995289",32.443,29.457,28.664,40.16,38.453,42.162,24.508,25.783,24.929,33.131,32.434,29.578,28.008,30.799,28.141
"LOC108001453",0,0,0.245,32.598,29.508,33.695,242.55,193.117,218.494,217.199,235.906,272.486,172.84,180.933,178.524
"LOC114577418",11.829,9.564,11.154,0.769,0.993,1.032,7.624,7.696,6.537,1.182,0.284,0.935,1.726,0.786,0.626
"LOC107995931",0.25,0.254,0.71,0.954,1.027,1.779,0.573,0.901,1.536,1.087,1.467,0.725,0.961,1.625,3.365
"LOC108000893",21.608,22.674,23.736,43.32,38.193,35.243,41.424,37.057,36.155,52.947,51.843,46.177,44.192,41.041,41.103
"LOC107994028",367.492,361.712,351.552,97.421,99.676,117.133,206.048,253.241,217.863,293.501,248.037,221.107,230.775,250.95,256.4
"LOC108001062",5.833,2.963,5.627,10.877,11.425,12.617,9.69,13.659,9.872,17.795,15.549,13.014,6.416,8.952,7.236
"LOC107998764",635.827,589.964,600.032,43.823,41.138,37.111,72.648,66.141,71.78,26.303,25.744,26.775,24.727,26.202,23.772
"LOC107993251",254.893,240.874,239.618,187.005,189.156,196.366,176.38,214.639,195.316,160.14,147.282,153.054,68.187,72.589,77.066
"LOC107997785",3.887,3.554,3.481,4.01,5.383,5.927,5.535,3.835,5.311,14.127,15.032,15.586,22.019,22.626,24.465
"LOC107995525",11.046,10.194,8.39,74.028,75.805,77.664,42.403,45.292,44.009,46.495,43.993,37.687,37.28,38.998,38.48
"LOC107998422",0.553,0.561,0.393,2.815,1.894,3.544,6.665,5.984,5.442,12.479,14.455,20.609,461.412,464.034,482.815
"LOC107997034",0,0,0.403,2.529,2.917,2.224,0.652,0.341,1.222,2.161,1.501,1.374,3.433,2.217,2.206
"LOC107996466",1.259,1.023,0.895,17.876,16.743,15.966,3.47,3.862,3.951,1.507,2.072,1.829,1.939,2.705,2.872
"LOC108004419",4.527,4.262,5.18,28.756,30.051,29.188,11.793,10.627,11.077,0.841,1.168,0.963,0.425,0.431,0.229
"LOC107999118",15.03,14.405,17.231,3.01,2.908,2.418,2.157,2.333,2.089,0.857,0.855,0.528,1.733,0.868,0.817
"LOC108004333",2.856,2.176,2.791,16.535,20.31,18.82,17.063,22.276,15.817,27.043,23.233,21.305,26.256,25.449,25.769
"LOC108002518",23.949,21.832,20.515,62.951,66.931,66.503,35.965,33.981,35.145,30.401,40.78,41.037,25.666,15.992,21.966
"LOC107998487",1.839,2.802,1.471,30.152,32.935,33.576,103.351,71.624,89.549,21.761,23.237,21.373,6.447,6.286,7.269
"LOC107999030",0,0,0,4.785,4.091,5.67,2.919,2.127,1.768,0.722,2.468,1.178,2.188,1.727,1.375
"LOC114577884",1.025,1.136,0.464,0.415,0.064,0.332,1.124,0.729,1.205,0.355,0.329,0.316,0.308,0.182,0.483
"LOC108003895",8.521,7.478,7.66,17.095,15.57,17.299,20.651,20.276,18.181,14.385,11.452,13.138,9.286,8.444,8.738
"LOC107997572",277.945,282.778,260.134,89.611,86.384,79.609,117.749,122.728,112.43,87.458,82.19,88.042,70.839,76.581,73.57
"LOC107993041",1.617,1.369,0.958,10.47,9.24,11.14,25.075,17.998,26.709,16.866,18.219,21.67,10.822,11.935,8.385
"LOC108001465",1.869,2.373,3.284,1.289,1.139,1.442,0.685,0.718,0.415,0.734,0.732,0.528,1.028,1.149,0.915
"LOC107995890",202.746,196.817,227.819,138.026,122.554,130.073,91.881,79.845,88.58,59.696,59.76,63.442,59.043,61.586,53.615
"LOC108004378",449.389,436.328,440.495,321.668,319.112,319.611,258.486,212.867,244.648,206.923,242.489,256.168,256.15,254.347,277.118
"LOC108003520",65.509,67.768,60.275,66.533,54.824,52.973,80.305,79.047,82.359,68.436,68.022,60.331,53.265,56.78,59.17
"LOC107996221",16.152,14.746,12.353,3.775,4.345,3.496,8.922,8.731,9.688,18.242,13.578,13.069,12.256,11.182,12.719
"LOC108001260",0,0,0,0,0.203,0,0.509,0,0.182,0,0,0.143,0.163,0,0.153
"LOC107995777",60.676,64.323,63.594,40.319,42.122,39.614,66.067,56.535,67.619,64.458,64.314,71.211,59.091,60.907,64.511
"LOC114576997",122.78,113.872,91.065,124.402,146.374,116.383,112.184,102.748,111.038,109.197,94.115,131.32,99.813,132.069,105.161
"LOC108001037",6.6,4.252,5.378,9.84,8.387,10.666,3.605,4.745,4.26,7.094,5.298,4.833,9.03,9.852,10.348
"LOC108003489",191.841,179.258,191.934,185.588,187.997,188.538,163.482,203.556,185.817,206.346,199.182,181.871,144.782,143.04,150.666
"LOC114577379",1.458,1.204,0.648,0.174,0.187,0.065,0.157,0.219,0.112,0.198,0.161,0.265,0.2,0.119,0
"LOC107994296",33.388,35.316,39.422,10.366,12.484,17.693,10.457,12.116,10.188,12.459,10.54,10.556,15.629,11.677,10.585
"LOC108003802",62.744,70.271,60.607,74.778,83.08,75.651,72.36,120.96,84.815,130.995,109.044,80.763,54.264,73.32,72.004
"LOC108003748",42.755,36.148,37.669,69.443,79.852,79.894,142.738,90.393,95.32,150.842,173.477,210.14,200.629,214.52,210.099
"LOC108001151",24.528,30.086,38.158,38.896,34.896,30.005,33.216,33.403,38.163,39.025,43.787,38.098,26.723,31.034,32.388
"LOC107998146",55.016,52.66,49.884,22.006,22.966,23.87,26.324,27.364,23.005,17.843,17.617,25.617,28.897,27.553,24.133
"LOC107999232",19.068,22.258,25.205,18.957,16.97,12.871,14.694,16.701,14.617,30.484,24.476,26.648,20.512,20.691,21.591
"Trnal-aag_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107998025",0.868,3.087,1.852,48.932,57.741,47.021,39.14,40.218,30.728,45.353,53.584,38.476,43.218,44.664,37.139
"LOC107993654",11.182,10.998,10.724,36.955,34.189,33.259,13.351,17.936,17.586,15.353,13.664,13.58,8.785,9.013,5.981
"LOC114576752",0.314,0.364,0.032,3.626,3.934,3.706,8.367,7.147,7.919,7.464,6.877,8.468,11.638,11.998,11.715
"LOC108003986",14.682,13.18,13.045,0.109,0.059,0,1.862,1.232,1.418,0.139,0.15,0.083,0.329,0.111,0.044
"LOC108000545",0,0,0,0.206,0.666,0.462,0.186,0,0,0,0.381,0,0.178,0.844,1.344
"LOC108000312",24.699,27.146,26.91,3.996,3.053,5.77,19.064,9.255,20.931,7.379,8.566,6.667,6.123,5.931,8.606
"LOC107993864",122.941,143.77,140.256,83.54,87.107,91.64,86.31,67.422,85.829,76.157,89.856,96.304,101.697,108.627,100.955
"LOC107995562",0,0,0,0,0.728,1.009,0,0,0.436,1.348,0.416,0.514,0,0.231,0.184
"LOC107997818",26.34,29.9,28.323,2.437,1.736,2.326,21.684,18.348,19.431,18.647,18.489,18.669,22.254,22.352,21.066
"LOC107994103",576.974,570.356,575.409,120.306,124.218,129.909,167.057,164.479,166.206,110.32,110.71,121.201,168.28,163.41,161.016
"LOC108003693",0,0,0,0,0.397,0,0,0.872,0,0,0,0,0,0.189,0
"LOC107997767",3.47,2.101,2.941,9.517,10.887,9.794,10.306,11.359,11.621,20.62,19.058,18.612,29.063,28.716,31.272
"LOC107998260",0,0,0,17.669,14.854,13.542,12.878,6.631,7.486,1.448,0.67,0.92,0.209,0.742,1.182
"LOC107999529",110.543,113.833,118.86,210.185,214.187,210.475,111.043,133.346,123.836,131.246,122.729,113.655,76.438,74.744,76.237
"LOC107993056",402.214,409.408,413.545,564.581,581.491,556.169,404.57,379.091,443.635,328.11,416.29,427.969,245.306,249.899,233.626
"LOC108002129",72.776,70.677,71.301,45.711,45.393,45.778,39.951,43.428,40.095,52.879,48.596,50.481,46.917,44.82,44.313
"LOC114577180",0,0,0,46.231,42.339,47.701,19.762,23.255,29.886,67.204,66.223,65.983,88.935,80.425,85.792
"LOC108000695",97.195,93.319,101.348,24.045,24.145,25.957,51.568,44.41,51.694,46.226,38.981,46.656,40.936,31.364,39.092
"LOC107998151",14.881,12.299,13.125,2.929,2.967,3.132,12.894,10.537,11.072,8.39,8.904,10.219,5.282,4.976,4.243
"LOC107998037",223.67,223.114,222.512,296.637,308.793,287.195,296.242,254.822,297.017,322.26,349.428,352.742,273.653,264.33,277.427
"LOC107999480",2.372,2.856,1.936,9.957,9.094,12.832,1.413,2.114,2.487,1.147,1.033,1.234,1.015,0.458,0.319
"LOC114576866",27.606,22.24,39.92,130.312,125.939,131.574,132.271,107.642,106.617,102.539,102.374,104.639,138.201,138.205,145.577
"LOC107997903",2.487,1.714,2.967,0.622,0.609,0.759,0.561,1.709,0.82,0.387,0.209,0.258,0.586,0.173,0.46
"LOC108003543",49.759,54.605,50.772,78.034,74.709,73.077,50.98,48.849,49.525,54.141,53.168,53.846,37.314,38.697,41.065
"LOC107996298",0,0,0,1.349,3.388,2.515,1.216,1.486,2.172,0.192,0,0.171,0.582,0.919,0.366
"LOC107999285",1.214,0.822,0,0.258,0.832,0.865,1.394,2.921,2.49,0.881,0.476,0.588,10.014,6.85,7.343
"Trnar-acg_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107992430",93.267,81.843,78.904,36.377,37.267,35.255,32.524,49.637,39.867,47.552,36.445,23.804,21.035,20.453,23.205
"LOC108001025",14.935,13.204,12.975,20.076,15.357,17.735,14.293,13.808,13.617,15.498,15.116,10.581,10.191,10.264,10.61
"LOC107997484",93.191,98.412,94.649,113.97,120.616,119.017,98.161,86.366,88.23,60.389,61.149,61.116,39.302,41.721,43.468
"LOC108001146",25.193,22.277,23.189,15.926,16.524,16.658,28.099,16.353,20.523,13.706,22.794,22.732,29.603,30.681,28.846
"LOC107995397",1078.08,1059.92,1077.233,11.679,14.224,12.578,112.691,107.086,112.738,29.188,29.307,30.033,24.965,23.735,26.862
"LOC108002950",0,0,0,5.653,4.184,3.954,2.549,3.338,4.952,14.038,14.512,11.958,10.223,9.754,10.931
"LOC107998453",0.894,0.757,0.53,1.044,1.43,1.274,1.968,2.241,2.109,0.892,0.788,0.649,0.738,0.97,0.773
"LOC114578179",0.822,0,0.584,0.262,0,0.878,0.708,1.73,1.77,10.952,9.899,8.753,0.452,0.267,0.426
"LOC107993246",327.115,309.822,310.39,45.59,43.45,43.98,97.77,90.771,92.244,66.367,60.011,66.631,119.74,118.616,119.613
"LOC107997636",53.627,54.553,51.907,199.398,202.186,207.671,70.64,71.01,70.809,47.152,46.856,51.785,35.823,35.376,33.32
"LOC107997346",21.926,18.991,22.075,16.967,17.415,16.95,13.481,14.571,14.526,16.693,14.638,17.476,20.393,21.959,22.766
"LOC107996026",224.575,256.529,228.329,3.928,6.485,3.517,34.716,30.924,30.374,3.804,4.351,4.382,4.071,4.285,3.838
"LOC108002942",66.786,65.131,66.61,27.076,27.048,25.738,37.735,31.992,36.506,39.017,42.147,50.932,39,44.089,37.663
"LOC107996145",19.605,22.523,21.815,76.186,83.691,80.145,71.653,54.161,61.571,69.583,72.464,77.191,47.139,46.829,44.087
"LOC107998062",82.451,87.559,83.223,135.935,145.109,145.479,83.776,83.018,84.222,75.791,82.404,70.216,59.841,57.467,61.837
"LOC108001764",3.633,3.523,4.108,18.716,18.792,16.119,6.163,6.456,6.098,3.504,3.397,3.599,2.18,2.473,2.055
"LOC108000706",42.098,49.549,38.472,60.699,58.784,56.971,46.041,58.68,47.975,61.194,52.752,41.095,38.217,39.589,34.41
"LOC107995194",6.868,7.349,7.975,5.274,4.852,4.931,6.683,6.433,6.582,5.334,6.347,5.357,9.485,10.752,11.089
"LOC107997732",105.579,106.368,116.554,88.105,96.038,92.849,90.189,65.234,76.657,71.054,60.356,58.788,34.963,36.897,39.521
"LOC107994401",96.764,97.495,99.709,104.988,112.187,99.387,122.039,117.077,112.625,136.201,130.167,129.522,119.776,121.627,118.129
"LOC107994091",0,0,0.717,37.918,39.093,39.553,27.094,23.07,25.933,3.981,5.339,6.843,32.472,34.172,29.041
"LOC107992569",99.203,106.937,109.366,256.845,238.703,236.558,136.879,174.135,152.622,181.457,166.272,126.959,86.007,77.767,65.596
"LOC108002688",196.347,208.977,206.981,83.375,77.49,89.283,85.714,97.606,88.757,65.426,59.561,58.306,58.276,56.679,57.854
"LOC108001422",73.599,79.761,74.534,49.84,47.246,42.792,61.481,68.846,64.379,91.195,76.379,68.181,70.39,62.821,61.634
"LOC107994468",3.687,3.881,3.221,9.589,7.887,8.356,8.774,11.81,10.17,16.507,14.881,12.778,14.56,14.635,14.647
"LOC108000602",209.894,217.199,226.38,2.623,3.337,4.269,24.404,19.709,22.93,2.241,3.411,3.445,3.295,3.291,4.174
"LOC108002713",149.845,147.269,143.39,84.613,95.568,93.13,19.911,17.703,19.411,7.936,7.445,7.963,8.374,9.414,12.106
"LOC114577799",1.626,0,0,1.035,0,0,0.934,0,3.002,0,0,0,0,0,0
"LOC108001487",192.021,200.403,174.977,4.846,4.013,3.545,48.741,96.483,48.456,2.229,2.752,1.843,3.38,3.811,2.883
"LOC107994554",3.523,1.022,2.325,21.949,23.802,25.277,26.872,22.702,19.046,22.45,27.8,31.558,38.052,38.661,39.523
"LOC108003039",15.275,12.573,11.372,64.559,62.78,62.624,73.794,76.947,76.781,88.509,88.297,83.278,74.986,75.572,73.759
"LOC107995537",323.84,315.941,320.087,197.84,191.454,198.261,142.231,159.249,155.728,143.61,130.661,131.975,221.768,215.134,219.645
"LOC108002872",13.85,24.816,19.689,58.546,58.284,51.121,37.001,51.836,42.972,68.338,52.681,41.825,29.409,34.191,32.709
"LOC108004322",0.286,0.083,0.291,3.06,2.636,2.798,2.689,2.239,2.479,1.914,2.127,2.486,4.465,4.607,4.305
"LOC107995946",1.034,2.45,2.204,26.873,30.113,31.912,6.528,2.798,4.347,2.812,1.924,1.668,1.611,2.692,1.786
"LOC107995613",0.34,0,0.484,10.836,9.799,13.338,5.863,7.37,4.818,2.592,3.4,2.637,1.872,1.994,1.941
"LOC107999819",21.526,16.233,16.227,79.327,79.367,72.964,58.802,62.775,52.786,62.811,63.059,59.541,54.883,50.112,52.752
"LOC107994270",1.731,0.782,2.871,17.515,19.912,20.832,33.025,26.959,29.595,31.291,31.541,32.603,40.94,40.703,40.288
"LOC107995788",106.817,107.917,108.873,31.715,30.394,34.052,65.135,42.428,59.356,60.774,60.913,68.456,59.692,55.11,61.196
"LOC107997997",34.524,49.415,45.547,49.793,51.814,42.114,45.503,47.038,43.297,68.014,53.797,49.775,52.643,54.66,54.506
"LOC107994394",2.281,1.158,1.621,7.019,6.775,6.771,1.964,2.058,1.638,3.516,3.574,2.945,6.272,5.94,4.336
"LOC107998433",0.534,0.465,1.031,11.567,10.255,9.517,63.24,56.744,57.399,55.892,51.091,53.224,81.011,78.018,74.943
"LOC114577221",0,0,0,0,0,0,0.189,0.794,0,0,0,0.639,0.181,0.215,0
"LOC107998319",846.509,836.749,837.672,15.975,14.044,15.843,78.322,68.047,72.932,29.486,30.633,36.92,87.742,88.639,85.636
"LOC107995449",0,0.246,0,0.309,0,0.691,0.974,1.604,0.298,0.264,0.57,0.704,0,0,0.503
"LOC107997656",101.647,109.352,106.97,274.381,279.687,275.715,326.763,319.291,314.418,416.59,412.574,387.958,364.514,353.942,376.809
"LOC107997528",1.775,2.822,1.975,8.944,8.465,8.853,22.867,20.659,22.419,12.513,11.113,13.268,25.17,24.874,26.128
"Trnat-ugu_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107994475",7.253,9.473,16.203,22.431,14.916,18.456,22.013,18.697,18.492,50.733,27.402,30.607,15.385,12.817,12.354
"LOC108004387",0,0,0,0,0.804,0.279,0.449,0,0,0.213,0,0,0,0,0
"LOC108002930",49.35,61.924,40.236,341.022,314.413,351.607,281.693,200.8,238.494,227.419,251.636,305.75,239.463,239.083,270.884
"Trnaq-cug_3",0,0,0,3.106,0,0,0,0,3.002,0,0,2.362,0,0,0
"LOC108000300",0.156,0.158,0.333,5.661,5.453,6.668,9.672,7.693,8.063,8.231,11.916,11.707,17.412,16.857,19.083
"LOC108003059",9.316,7.822,7.298,54.778,53.696,56.08,27.51,28.589,29.368,32.789,36.257,31.901,29.746,29.646,29.125
"LOC107995557",74.786,71.995,77.605,43.967,38.583,38.059,76.605,59.088,67.35,92.712,89.891,89.212,76.952,83.129,92.533
"LOC107996379",65.141,65.211,65.879,224.118,220.324,226.608,119.664,124.599,114.977,126.542,120.939,111.52,97.851,95.526,102.394
"LOC107995876",0,0,0,1.709,1.082,2.25,2.175,2.944,2.526,1.46,0.742,1.529,1.65,2.364,1.882
"LOC107994534",547.622,532.326,549.833,133.117,127.241,126.488,93.315,96.294,88.143,85.399,74.941,75.063,89.691,88.813,89.4
"LOC107998247",731.072,758.681,724.802,784.423,778.246,776.03,754.79,727.775,798.172,741.545,792.144,777.34,448.579,446.178,440.879
"LOC108003607",0,0.331,0.154,2.56,3.724,2.709,3.182,4.248,4.279,2.128,2.809,3.262,8.245,9.054,6.928
"LOC107994197",23.417,19.589,24.151,0.877,1.574,0.981,0.791,2.209,1.413,0.749,0.27,0,0.253,1.794,0.714
"LOC107997752",57.262,54.923,56.352,51.101,53.274,51.565,35.684,37.498,40.17,37.283,36.561,34.29,32.421,32.573,34.886
"LOC107999744",1.785,2.105,2.987,16.13,17.128,16.408,38.05,34.249,36.21,48.455,42.26,43.186,77.033,73.468,73.124
"LOC108003317",25.346,23.454,23.769,10.477,10.279,11.062,46.478,36.556,44.996,34.797,38.837,47.038,69.984,76.373,75.19
"LOC107996418",3.84,2.889,3.336,0.724,0.195,0.912,1.143,0.77,0.788,0.077,0.084,0,0.156,0,0
"LOC107994072",673.698,647.841,680.434,520.701,553.719,553.193,464.764,376.328,449.289,252.9,270.245,316.931,806.891,763.564,769.949
"LOC107999223",3.258,2.364,5.183,22.128,18.399,16.47,18.084,26.596,19.478,31.23,25.256,20.661,22.525,23.232,19.142
"LOC107993036",13.344,16.474,13.133,33.855,28.849,40.369,50.922,41.613,43.839,53.609,49.827,53.484,57.013,61.215,59.279
"LOC108001083",31.41,28,29.921,88.579,87.651,90.149,60.032,50.957,56.893,50.625,52.475,60.86,70.518,71.864,70.945
"LOC108000069",0.064,0.131,0.046,0.082,0.133,0,0.148,0,0,0.281,0.379,0.375,1.525,1.553,1.27
"LOC108000610",78.68,88.861,86.067,72.173,71.12,74.109,43.951,62.725,51.538,51.945,46.082,48.433,25.374,28.825,28.759
"LOC108001994",57.203,46.799,50.549,51.975,55.533,46.483,44.563,65.838,53.089,60.558,47.609,45.968,34.178,35.833,29.815
"LOC108002566",12.741,11.14,10.202,2.156,3.538,3.102,8.427,7.954,7.344,14.477,16.207,21.477,8.603,8.4,7.525
"LOC108002891",58.284,66.703,59.932,77.932,74.357,78.714,58.379,54.027,58.703,38.191,39.809,44.907,31.66,34.32,31.994
"LOC107999166",47.627,45.741,45.988,99.048,96.026,101.371,84.561,73.088,76.13,87.237,85.61,91.623,81.484,81.387,83.852
"LOC114577466",0.789,1.336,0.935,4.021,2.705,2.812,3.173,7.438,4.372,2.29,2.474,2.421,1.158,1.028,0.682
"LOC107992450",8.304,9.7,10.034,1.322,2.562,1.183,2.622,1.249,1.022,0.226,0.244,0.201,2.283,0.541,1.722
"LOC108003114",7.879,8.653,9.011,3.361,3.865,2.935,2.985,4.45,3.741,1.871,1.645,1.762,2.903,2.916,2.965
"LOC107998609",0.34,0.576,0.484,2.167,2.411,3.233,5.472,3.344,4.608,5.432,5.667,8.186,7.487,6.057,6.646
"LOC114576785",0,0,0.327,2.927,2.836,0.983,0.528,0,0.283,0,0.811,0.891,0.253,0,0.238
"LOC114577969",28.841,28.573,30.497,3.401,2.929,5.581,3.476,3.213,4.273,0,0.105,0,0.098,0,0
"LOC107996884",15.985,10.408,11.653,39.667,39.897,43.219,32.241,25.639,30.52,22.521,29.868,33.344,31.105,25.084,29.535
"LOC107992442",261.497,266.699,266.374,192.816,195.395,194.68,175.546,182.341,178.051,159.459,150.372,156.886,137.951,132.839,139.431
"LOC107998478",707.789,718.757,690.306,1.492,2.409,3.478,124.218,101.117,116.072,2.762,3.901,3.877,3.436,3.178,4.049
"LOC107998131",19.808,18.779,19.242,55.913,41.187,38.574,37.532,25.417,30.474,34.483,41.13,46.68,37.036,38.688,38.336
"LOC114577624",0,0,0,0.059,0.127,0,0,0.111,0.114,0,0,0.179,0.255,0.121,0.048
"LOC107995303",767.326,758.216,757.156,98.641,105.706,102.128,194.284,202.518,192.512,122.851,122.888,118.888,110.006,115.937,110.568
"LOC108002331",32.297,34.433,32.063,61.691,57.452,61.044,41.839,56.19,52.891,61.714,47.999,46.143,33.467,31.975,31.687
"LOC114577001",8.757,10.872,10.374,1.859,2.001,4.853,11.174,13.461,14.371,25.409,21.729,19.318,29.965,24.072,23.708
"LOC114577491",0,0.243,0.17,1.826,1.802,1.362,4.39,1.868,4.117,1.82,2.387,2.083,1.84,1.867,1.115
"LOC108002723",174.444,182.172,178.577,81.492,84.811,71.712,55.343,67.384,62.039,47.279,38.072,39.023,24.157,25.616,22.362
"LOC114577068",0,0.204,0,0.383,0.412,0.286,0.115,0.241,0.123,0,0.236,0.388,0.221,0,0.104
"LOC107994709",720.696,728.492,674.402,2163.708,2408.65,2329.225,3299.697,4215.295,3998.468,5459.441,5329.872,4787.94,4427.684,4318.738,4294.569
"LOC108001412",0,0,0,0.156,0,0,0,0,0,0.267,0,0,0.135,0.16,0.381
"LOC107996584",0,0,0.088,8.33,7.699,10.64,49.181,49.961,50.585,155.239,160.804,155.871,461.198,442.833,435.209
"LOC107998076",0.735,0.187,0.523,2.107,1.764,1.702,1.583,2.543,2.941,0.9,1.08,0.534,0.404,0.359,0.286
"LOC107993438",72.571,69.248,80.003,105.907,109.771,103.836,84.37,99.566,89.688,119.421,104.682,105.62,94.55,95.016,98.043
"LOC108002054",70.089,74.497,71.19,51.353,62.529,57.029,79.438,86.637,82.014,92.95,82.977,72.013,67.145,65.207,64.454
"LOC107996016",0,0,0,1.757,1.513,1.69,2.535,2.124,2.241,1.561,1.946,1.122,2.822,2.622,2.775
"LOC108000968",0,0,0,2.838,1.944,2.454,0.465,0.244,0.748,0.22,0.595,0.883,1.003,0.791,0.735
"LOC108004069",389.453,429.623,391.862,491.754,476.204,498.292,527.942,592.59,553.315,585.547,551.391,519.837,520.277,502.625,509.28
"LOC108001674",25.554,28.808,28.663,21.443,22.175,22.1,32.314,39.537,39.633,50.948,51.476,51.715,41.184,42.891,37.368
"LOC108002591",0,0,0,3.98,5.998,4.676,11.484,9.586,9.039,3.4,2.755,3.481,5.156,5.493,5.67
"LOC107999191",0,0,0.121,4.789,8.202,7.063,3.042,2.57,2.209,4.742,5.525,5.38,20.398,13.799,15.507
